"InteractorA","InteractorA_type","Relation","InteractorB","InteractorB_type","DB","DB_type","PMID"
"PPP3CA","Gene","up-regulates","NFATC2","Gene","SIGNOR","Signalling-Networks","21880741"
"VRK2","Gene","up-regulates","NFATC2","Gene","SIGNOR","Signalling-Networks","23105117"
"MAPK9","Gene","down-regulates","NFATC2","Gene","SIGNOR","Signalling-Networks","14517246"
"BTF3","Gene","down-regulates-quantity-by-repression","MADCAM1","Gene","SIGNOR","Signalling-Networks","17312387"
"NKX2-3","Gene","up-regulates-quantity-by-expression","MADCAM1","Gene","SIGNOR","Signalling-Networks","10790368"
"EGFR","Gene","up-regulates","GAB1","Gene","SIGNOR","Signalling-Networks","9890893"
"EGFR","Gene","up-regulates-activity","GAB1","Gene","SIGNOR","Signalling-Networks","9890893"
"EGFR","Gene","up-regulates-activity","GAB1","Gene","SIGNOR","Signalling-Networks","10734310"
"INSR","Gene","up-regulates-activity","GAB1","Gene","SIGNOR","Signalling-Networks","10978177"
"MET","Gene","up-regulates-activity","GAB1","Gene","SIGNOR","Signalling-Networks","10734310"
"SRC","Gene","up-regulates-activity","GAB1","Gene","SIGNOR","Signalling-Networks","19881549"
"SRC","Gene","up-regulates","GAB1","Gene","SIGNOR","Signalling-Networks","19881549"
"MAPK3","Gene","up-regulates-activity","GAB1","Gene","SIGNOR","Signalling-Networks","15379552"
"MAPK1","Gene","up-regulates-activity","GAB1","Gene","SIGNOR","Signalling-Networks","15379552"
"GRB2","Gene","up-regulates","GAB1","Gene","SIGNOR","Signalling-Networks","12766170"
"PTPN11","Gene","down-regulates","GAB1","Gene","SIGNOR","Signalling-Networks","10068651"
"PTPN11","Gene","down-regulates-activity","GAB1","Gene","SIGNOR","Signalling-Networks","10068651"
"PTPN11","Gene","down-regulates-activity","GAB1","Gene","SIGNOR","Signalling-Networks","11323411"
"PRKAA1","Gene","down-regulates","NOS2","Gene","SIGNOR","Signalling-Networks","14985344"
"XPO1","Gene","down-regulates","SMAD4","Gene","SIGNOR","Signalling-Networks","11074002"
"SMAD9","Gene","up-regulates","SMAD4","Gene","SIGNOR","Signalling-Networks","20957627"
"SMAD6","Gene","down-regulates-activity","SMAD4","Gene","SIGNOR","Signalling-Networks","22298955"
"PIAS1","Gene","up-regulates","SMAD4","Gene","SIGNOR","Signalling-Networks","15028714"
"JUN","Gene","up-regulates-activity","SMAD4","Gene","SIGNOR","Signalling-Networks","9312063"
"SKI","Gene","down-regulates-activity","SMAD4","Gene","SIGNOR","Signalling-Networks","12793438"
"SKIL","Gene","down-regulates-activity","SMAD4","Gene","SIGNOR","Signalling-Networks","12793438"
"SKIL","Gene","down-regulates-activity","SMAD4","Gene","SIGNOR","Signalling-Networks","10531062"
"MAPK3","Gene","up-regulates","SMAD4","Gene","SIGNOR","Signalling-Networks","12801888"
"MAPK1","Gene","up-regulates","SMAD4","Gene","SIGNOR","Signalling-Networks","12801888"
"NUP214","Gene","up-regulates","SMAD4","Gene","SIGNOR","Signalling-Networks","12917407"
"UBE2I","Gene","up-regulates","SMAD4","Gene","SIGNOR","Signalling-Networks","12621041"
"SMAD3","Gene","up-regulates-activity","SMAD4","Gene","SIGNOR","Signalling-Networks","9843571"
"SKP2","Gene","down-regulates","SMAD4","Gene","SIGNOR","Signalling-Networks","15314162"
"SMAD2","Gene","up-regulates-activity","SMAD4","Gene","SIGNOR","Signalling-Networks","11274206"
"SMAD1","Gene","up-regulates","SMAD4","Gene","SIGNOR","Signalling-Networks","20957627"
"SMAD1","Gene","up-regulates","SMAD4","Gene","SIGNOR","Signalling-Networks","21454478"
"PIAS4","Gene","down-regulates","SMAD4","Gene","SIGNOR","Signalling-Networks","12904571"
"SNIP1","Gene","down-regulates","SMAD4","Gene","SIGNOR","Signalling-Networks","10887155"
"COPS5","Gene","down-regulates","SMAD4","Gene","SIGNOR","Signalling-Networks","11818334"
"USP9X","Gene","up-regulates","SMAD4","Gene","SIGNOR","Signalling-Networks","20016939"
"USP9X","Gene","up-regulates","SMAD4","Gene","SIGNOR","Signalling-Networks","22298955"
"USP9X","Gene","up-regulates","SMAD4","Gene","SIGNOR","Signalling-Networks","19135894"
"VPS39","Gene","down-regulates-activity","SMAD4","Gene","SIGNOR","Signalling-Networks","12941698"
"SMAD5","Gene","up-regulates","SMAD4","Gene","SIGNOR","Signalling-Networks","20957627"
"SMURF1","Gene","down-regulates-activity","SMAD4","Gene","SIGNOR","Signalling-Networks","15817471"
"FBXW11","Gene","up-regulates","SMAD4","Gene","SIGNOR","Signalling-Networks","14988407"
"BTRC","Gene","down-regulates","SMAD4","Gene","SIGNOR","Signalling-Networks","14988407"
"NFKB1","Gene","up-regulates-quantity-by-expression","BIRC3","Gene","SIGNOR","Signalling-Networks","9733516"
"TRAF2","Gene","up-regulates","BIRC3","Gene","SIGNOR","Signalling-Networks","20385093"
"TRAF2","Gene","up-regulates","BIRC3","Gene","SIGNOR","Signalling-Networks","8548810"
"TRAF2","Gene","up-regulates","BIRC3","Gene","SIGNOR","Signalling-Networks","18621737"
"TRAF2","Gene","up-regulates","BIRC3","Gene","SIGNOR","Signalling-Networks","18997794"
"TRAF2","Gene","up-regulates","BIRC3","Gene","SIGNOR","Signalling-Networks","18997792"
"BIRC3","Gene","down-regulates-activity","BIRC3","Gene","SIGNOR","Signalling-Networks","14960576"
"XAF1","Gene","down-regulates","BIRC3","Gene","SIGNOR","Signalling-Networks","17613533"
"PELI1","Gene","up-regulates-quantity-by-stabilization","BIRC3","Gene","SIGNOR","Signalling-Networks","27248820"
"DIABLO","Gene","down-regulates-quantity","BIRC3","Gene","SIGNOR","Signalling-Networks","14960576"
"DIABLO","Gene","down-regulates-activity","BIRC3","Gene","SIGNOR","Signalling-Networks","10929712"
"DIABLO","Gene","down-regulates-activity","BIRC3","Gene","SIGNOR","Signalling-Networks","10929711"
"NFKB1","Gene","up-regulates-quantity-by-expression","BIRC2","Gene","SIGNOR","Signalling-Networks","9733516"
"TRAF2","Gene","up-regulates-activity","BIRC2","Gene","SIGNOR","Signalling-Networks","18621737"
"TRAF2","Gene","up-regulates-activity","BIRC2","Gene","SIGNOR","Signalling-Networks","8548810"
"BIRC3","Gene","up-regulates-activity","BIRC2","Gene","SIGNOR","Signalling-Networks","23070005"
"BIRC2","Gene","down-regulates-quantity-by-destabilization","BIRC2","Gene","SIGNOR","Signalling-Networks","14960576"
"TRADD","Gene","up-regulates-activity","BIRC2","Gene","SIGNOR","Signalling-Networks","8943045"
"XAF1","Gene","down-regulates","BIRC2","Gene","SIGNOR","Signalling-Networks","17613533"
"DIABLO","Gene","down-regulates-quantity","BIRC2","Gene","SIGNOR","Signalling-Networks","10929711"
"DIABLO","Gene","down-regulates-quantity","BIRC2","Gene","SIGNOR","Signalling-Networks","14960576"
"DIABLO","Gene","down-regulates-activity","BIRC2","Gene","SIGNOR","Signalling-Networks","10929712"
"PIMREG","Gene","down-regulates","PICALM","Gene","SIGNOR","Signalling-Networks","16491119"
"CDK1","Gene","up-regulates","SQSTM1","Gene","SIGNOR","Signalling-Networks","20974803"
"PEX5","Gene","up-regulates-activity","SQSTM1","Gene","SIGNOR","Signalling-Networks","26344566"
"GABARAPL2","Gene","up-regulates-activity","SQSTM1","Gene","SIGNOR","Signalling-Networks","17580304"
"NBR1","Gene","up-regulates","SQSTM1","Gene","SIGNOR","Signalling-Networks","19250911"
"MAP1LC3B","Gene","up-regulates","SQSTM1","Gene","SIGNOR","Signalling-Networks","17580304"
"MAP1LC3B","Gene","up-regulates","SQSTM1","Gene","SIGNOR","Signalling-Networks","19250911"
"GABARAPL1","Gene","up-regulates-activity","SQSTM1","Gene","SIGNOR","Signalling-Networks","17580304"
"MAP1LC3A","Gene","up-regulates","SQSTM1","Gene","SIGNOR","Signalling-Networks","17580304"
"MAP1LC3A","Gene","up-regulates","SQSTM1","Gene","SIGNOR","Signalling-Networks","19250911"
"TBK1","Gene","up-regulates","SQSTM1","Gene","SIGNOR","Signalling-Networks","22921120"
"PRKCA","Gene","down-regulates","TRPC3","Gene","SIGNOR","Signalling-Networks","16331690"
"PRKCA","Gene","down-regulates","TRPC3","Gene","SIGNOR","Signalling-Networks","15533987"
"PRKG1","Gene","down-regulates","TRPC3","Gene","SIGNOR","Signalling-Networks","16331690"
"PRKG1","Gene","down-regulates","TRPC3","Gene","SIGNOR","Signalling-Networks","14983059"
"OLIG1","Gene","up-regulates","OLIG2","Gene","SIGNOR","Signalling-Networks","25206819"
"PPP3CB","Gene","unknown","PPP1R1A","Gene","SIGNOR","Signalling-Networks","11278334"
"PPP3CC","Gene","unknown","PPP1R1A","Gene","SIGNOR","Signalling-Networks","11278334"
"PPP2CB","Gene","unknown","PPP1R1A","Gene","SIGNOR","Signalling-Networks","11278334"
"PPP2CA","Gene","unknown","PPP1R1A","Gene","SIGNOR","Signalling-Networks","11278334"
"CDK5","Gene","unknown","PPP1R1A","Gene","SIGNOR","Signalling-Networks","11278334"
"PPP3CA","Gene","unknown","PPP1R1A","Gene","SIGNOR","Signalling-Networks","11278334"
"AURKA","Gene","down-regulates-activity","PIN1","Gene","SIGNOR","Signalling-Networks","23970419"
"PRKACA","Gene","down-regulates-activity","PIN1","Gene","SIGNOR","Signalling-Networks","11723108"
"NOTCH1","Gene","up-regulates-quantity-by-expression","PIN1","Gene","SIGNOR","Signalling-Networks","19151708"
"PLK1","Gene","up-regulates","PIN1","Gene","SIGNOR","Signalling-Networks","16118204"
"STIL","Gene","up-regulates","PIN1","Gene","SIGNOR","Signalling-Networks","16024801"
"MAP3K11","Gene","up-regulates","PIN1","Gene","SIGNOR","Signalling-Networks","25519816"
"ABL1","Gene","up-regulates","ATR","Gene","SIGNOR","Signalling-Networks","20798688"
"CDKN2A","Gene","up-regulates-activity","ATR","Gene","SIGNOR","Signalling-Networks","15775976"
"TOPBP1","Gene","up-regulates-activity","ATR","Gene","SIGNOR","Signalling-Networks","16530042"
"RPS6KA5","Gene","down-regulates-activity","EIF4EBP1","Gene","SIGNOR","Signalling-Networks","12213813"
"RPS6KA5","Gene","down-regulates-activity","EIF4EBP1","Gene","SIGNOR","Signalling-Networks","11777913"
"NUMA1","Gene","up-regulates","TUBB3","Gene","SIGNOR","Signalling-Networks","11956313"
"CDK1","Gene","down-regulates-activity","EIF4EBP1","Gene","SIGNOR","Signalling-Networks","11553333"
"CSNK2A2","Gene","down-regulates-activity","EIF4EBP1","Gene","SIGNOR","Signalling-Networks","9806882"
"MAPK1","Gene","down-regulates-activity","EIF4EBP1","Gene","SIGNOR","Signalling-Networks","11691836"
"MAPK1","Gene","down-regulates","EIF4EBP1","Gene","SIGNOR","Signalling-Networks","11777913"
"MTOR","Gene","down-regulates-activity","EIF4EBP1","Gene","SIGNOR","Signalling-Networks","10942774"
"MTOR","Gene","down-regulates-activity","EIF4EBP1","Gene","SIGNOR","Signalling-Networks","12747827"
"MTOR","Gene","down-regulates-activity","EIF4EBP1","Gene","SIGNOR","Signalling-Networks","17510057"
"MTOR","Gene","down-regulates-activity","EIF4EBP1","Gene","SIGNOR","Signalling-Networks","20670887"
"MTOR","Gene","down-regulates-activity","EIF4EBP1","Gene","SIGNOR","Signalling-Networks","23486913"
"MTOR","Gene","down-regulates-activity","EIF4EBP1","Gene","SIGNOR","Signalling-Networks","9204908"
"MTOR","Gene","down-regulates-activity","EIF4EBP1","Gene","SIGNOR","Signalling-Networks","9465032"
"CSNK1E","Gene","down-regulates","EIF4EBP1","Gene","SIGNOR","Signalling-Networks","24247720"
"GSK3B","Gene","down-regulates-activity","EIF4EBP1","Gene","SIGNOR","Signalling-Networks","23584478"
"GSK3B","Gene","down-regulates-activity","EIF4EBP1","Gene","SIGNOR","Signalling-Networks","18701453"
"ATM","Gene","down-regulates","EIF4EBP1","Gene","SIGNOR","Signalling-Networks","11146653"
"MAPK14","Gene","down-regulates","EIF4EBP1","Gene","SIGNOR","Signalling-Networks","11777913"
"MAPK14","Gene","down-regulates-activity","EIF4EBP1","Gene","SIGNOR","Signalling-Networks","11777913"
"BRDT","Gene","up-regulates-quantity","EIF4EBP1","Gene","SIGNOR","Signalling-Networks","33125143"
"MTOR","Gene","down-regulates","EIF4EBP2","Gene","SIGNOR","Signalling-Networks","23100465"
"MTOR","Gene","down-regulates","EIF4EBP2","Gene","SIGNOR","Signalling-Networks","14967450"
"TNFAIP3","Gene","down-regulates-quantity","RIPK1","Gene","SIGNOR","Signalling-Networks","15258597"
"FAS","Gene","up-regulates-activity","RIPK1","Gene","SIGNOR","Signalling-Networks","7538908"
"TRAF2","Gene","up-regulates-activity","RIPK1","Gene","SIGNOR","Signalling-Networks","18621737"
"TRAF2","Gene","up-regulates","RIPK1","Gene","SIGNOR","Signalling-Networks","10795740"
"TRAF2","Gene","up-regulates-activity","RIPK1","Gene","SIGNOR","Signalling-Networks","9712898"
"TRAF2","Gene","up-regulates-activity","RIPK1","Gene","SIGNOR","Signalling-Networks","21232017"
"TRAF2","Gene","up-regulates-activity","RIPK1","Gene","SIGNOR","Signalling-Networks","8702708"
"FADD","Gene","up-regulates-activity","RIPK1","Gene","SIGNOR","Signalling-Networks","22890322"
"FADD","Gene","up-regulates-activity","RIPK1","Gene","SIGNOR","Signalling-Networks","21525013"
"BIRC3","Gene","up-regulates-activity","RIPK1","Gene","SIGNOR","Signalling-Networks","16603398"
"BIRC3","Gene","up-regulates-activity","RIPK1","Gene","SIGNOR","Signalling-Networks","18570872"
"BIRC3","Gene","up-regulates-activity","RIPK1","Gene","SIGNOR","Signalling-Networks","18621737"
"BIRC2","Gene","up-regulates-activity","RIPK1","Gene","SIGNOR","Signalling-Networks","18570872"
"BIRC2","Gene","up-regulates-activity","RIPK1","Gene","SIGNOR","Signalling-Networks","18621737"
"BIRC2","Gene","up-regulates-activity","RIPK1","Gene","SIGNOR","Signalling-Networks","16603398"
"CASP8","Gene","down-regulates-activity","RIPK1","Gene","SIGNOR","Signalling-Networks","10521396"
"TRADD","Gene","up-regulates-activity","RIPK1","Gene","SIGNOR","Signalling-Networks","8612133"
"OTUD7B","Gene","down-regulates-activity","RIPK1","Gene","SIGNOR","Signalling-Networks","18178551"
"TICAM1","Gene","up-regulates-activity","RIPK1","Gene","SIGNOR","Signalling-Networks","20404851"
"OTUD7A","Gene","down-regulates-activity","RIPK1","Gene","SIGNOR","Signalling-Networks","18178551"
"HDAC3","Gene","up-regulates","HDAC1","Gene","SIGNOR","Signalling-Networks","23213415"
"NR3C1","Gene","up-regulates","HDAC1","Gene","SIGNOR","Signalling-Networks","18762022"
"DDX5","Gene","up-regulates","HDAC1","Gene","SIGNOR","Signalling-Networks","17369852"
"CSNK2A2","Gene","up-regulates-activity","HDAC1","Gene","SIGNOR","Signalling-Networks","11602581"
"BCL3","Gene","up-regulates","HDAC1","Gene","SIGNOR","Signalling-Networks","15469820"
"PPARG","Gene","down-regulates","HDAC1","Gene","SIGNOR","Signalling-Networks","16431920"
"CSNK2A1","Gene","up-regulates","HDAC1","Gene","SIGNOR","Signalling-Networks","11602581"
"TFAP4","Gene","up-regulates-activity","HDAC1","Gene","SIGNOR","Signalling-Networks","19505873"
"TSHZ3","Gene","up-regulates-activity","HDAC1","Gene","SIGNOR","Signalling-Networks","19343227"
"PYHIN1","Gene","down-regulates-quantity-by-repression","HDAC1","Gene","SIGNOR","Signalling-Networks","18247378"
"BCOR","Gene","up-regulates-activity","HDAC1","Gene","SIGNOR","Signalling-Networks","10898795"
"NKX3-1","Gene","down-regulates-activity","HDAC1","Gene","SIGNOR","Signalling-Networks","16697957"
"SMARCAD1","Gene","up-regulates-activity","HDAC1","Gene","SIGNOR","Signalling-Networks","21549307"
"CAMK2B","Gene","up-regulates-activity","CAMK2B","Gene","SIGNOR","Signalling-Networks","2842767"
"ZW10","Gene","up-regulates-activity","DCTN2","Gene","SIGNOR","Signalling-Networks","20462495"
"HAP1","Gene","up-regulates-activity","NEUROD1","Gene","SIGNOR","Signalling-Networks","12881483"
"MAP3K10","Gene","up-regulates-activity","NEUROD1","Gene","SIGNOR","Signalling-Networks","12881483"
"NEUROG3","Gene","up-regulates-quantity-by-expression","NEUROD1","Gene","SIGNOR","Signalling-Networks","19028584"
"CSNK2A1","Gene","up-regulates","PKD2","Gene","SIGNOR","Signalling-Networks","14742446"
"PRKD1","Gene","up-regulates-activity","PKD2","Gene","SIGNOR","Signalling-Networks","20881056"
"APP","Gene","up-regulates-activity","NAE1","Gene","SIGNOR","Signalling-Networks","25568892"
"TRIP12","Gene","down-regulates-quantity-by-destabilization","NAE1","Gene","SIGNOR","Signalling-Networks","18627766"
"RIPK2","Gene","up-regulates","IRF5","Gene","SIGNOR","Signalling-Networks","22412986"
"STAT5A","Gene","up-regulates-quantity-by-expression","IRF5","Gene","SIGNOR","Signalling-Networks","25506346"
"IRF4","Gene","down-regulates-activity","IRF5","Gene","SIGNOR","Signalling-Networks","22378047"
"TBK1","Gene","up-regulates","IRF5","Gene","SIGNOR","Signalling-Networks","22412986"
"NOTCH1","Gene","up-regulates","SNW1","Gene","SIGNOR","Signalling-Networks","10713164"
"NCOR2","Gene","up-regulates","SNW1","Gene","SIGNOR","Signalling-Networks","10713164"
"PRKCA","Gene","unknown","DGKZ","Gene","SIGNOR","Signalling-Networks","9716136"
"CDK1","Gene","down-regulates","STIM1","Gene","SIGNOR","Signalling-Networks","19881501"
"ABL1","Gene","up-regulates","GRAP","Gene","SIGNOR","Signalling-Networks","23399893"
"MET","Gene","up-regulates","GRAP","Gene","SIGNOR","Signalling-Networks","8662889"
"SHC1","Gene","up-regulates","GRAP","Gene","SIGNOR","Signalling-Networks","8995379"
"FRS2","Gene","up-regulates","GRAP","Gene","SIGNOR","Signalling-Networks","11997436"
"PEX26","Gene","up-regulates-activity","PEX6","Gene","SIGNOR","Signalling-Networks","12717447"
"MYC","Gene","up-regulates-quantity-by-expression","CUL1","Gene","SIGNOR","Signalling-Networks","12835716"
"SKP1","Gene","up-regulates","CUL1","Gene","SIGNOR","Signalling-Networks","10023660"
"WNK3","Gene","up-regulates-activity","SLC12A1","Gene","SIGNOR","Signalling-Networks","21613606"
"STK39","Gene","up-regulates-activity","SLC12A1","Gene","SIGNOR","Signalling-Networks","21321328"
"E2F1","Gene","up-regulates","HDAC1","Gene","SIGNOR","Signalling-Networks","23213415"
"MAPK1","Gene","up-regulates-activity","TP53BP2","Gene","SIGNOR","Signalling-Networks","24312625"
"DCAF7","Gene","up-regulates-activity","DYRK1A","Gene","SIGNOR","Signalling-Networks","14593110"
"DYRK1A","Gene","up-regulates-activity","DYRK1A","Gene","SIGNOR","Signalling-Networks","17229891"
"DYRK1A","Gene","up-regulates-activity","DYRK1A","Gene","SIGNOR","Signalling-Networks","11672423"
"SLITRK5","Gene","down-regulates-activity","PTCH1","Gene","SIGNOR","Signalling-Networks","34326333"
"GLI1","Gene","up-regulates-quantity-by-expression","PTCH1","Gene","SIGNOR","Signalling-Networks","19860666"
"GLI1","Gene","up-regulates-quantity-by-expression","PTCH1","Gene","SIGNOR","Signalling-Networks","16571352"
"GLI2","Gene","up-regulates-quantity-by-expression","PTCH1","Gene","SIGNOR","Signalling-Networks","16571352"
"GLI3","Gene","up-regulates-quantity-by-expression","PTCH1","Gene","SIGNOR","Signalling-Networks","17419683"
"GLI3","Gene","up-regulates-quantity-by-expression","PTCH1","Gene","SIGNOR","Signalling-Networks","19860666"
"GLI3","Gene","up-regulates-quantity-by-expression","PTCH1","Gene","SIGNOR","Signalling-Networks","16571352"
"CASP3","Gene","down-regulates","PTCH1","Gene","SIGNOR","Signalling-Networks","23074268"
"LRP2","Gene","up-regulates-quantity","PTCH1","Gene","SIGNOR","Signalling-Networks","26872844"
"IHH","Gene","down-regulates-activity","PTCH1","Gene","SIGNOR","Signalling-Networks","9811851"
"SHH","Gene","down-regulates-activity","PTCH1","Gene","SIGNOR","Signalling-Networks","14556242"
"SHH","Gene","down-regulates-activity","PTCH1","Gene","SIGNOR","Signalling-Networks","15618519"
"SHH","Gene","down-regulates-activity","PTCH1","Gene","SIGNOR","Signalling-Networks","9811851"
"PIAS1","Gene","down-regulates","FHL1","Gene","SIGNOR","Signalling-Networks","17509614"
"RING1","Gene","up-regulates","FHL1","Gene","SIGNOR","Signalling-Networks","14999091"
"IL10","Gene","up-regulates-activity","IL10RA","Gene","SIGNOR","Signalling-Networks","26260587"
"VAV1","Gene","up-regulates","GRAP","Gene","SIGNOR","Signalling-Networks","7809090"
"IL10","Gene","up-regulates","IL10RA","Gene","SIGNOR","Signalling-Networks","10347215"
"JAK1","Gene","up-regulates-activity","IL10RA","Gene","SIGNOR","Signalling-Networks","10433356"
"ABL1","Gene","up-regulates","RIN1","Gene","SIGNOR","Signalling-Networks","9144171"
"AFDN","Gene","up-regulates-activity","RIN1","Gene","SIGNOR","Signalling-Networks","10545207"
"RALGDS","Gene","up-regulates-activity","RIN1","Gene","SIGNOR","Signalling-Networks","10545207"
"RLF","Gene","up-regulates-activity","RIN1","Gene","SIGNOR","Signalling-Networks","10545207"
"PRKD1","Gene","down-regulates","RIN1","Gene","SIGNOR","Signalling-Networks","11784866"
"PRKD1","Gene","unknown","RIN1","Gene","SIGNOR","Signalling-Networks","11784866"
"PRKD1","Gene","unknown","RIN1","Gene","SIGNOR","Signalling-Networks","21209314"
"MYC","Gene","down-regulates-quantity-by-repression","ITGA7","Gene","SIGNOR","Signalling-Networks","14525975"
"MYOD1","Gene","up-regulates-quantity-by-expression","ITGA7","Gene","SIGNOR","Signalling-Networks","8798472"
"MYOG","Gene","up-regulates-quantity-by-expression","ITGA7","Gene","SIGNOR","Signalling-Networks","8798472"
"PRKACA","Gene","up-regulates-activity","CACNA1S","Gene","SIGNOR","Signalling-Networks","20937870"
"CSNK2B","Gene","up-regulates-activity","CACNA1S","Gene","SIGNOR","Signalling-Networks","20937870"
"CSNK2A1","Gene","up-regulates-activity","CACNA1S","Gene","SIGNOR","Signalling-Networks","20937870"
"CAMK2A","Gene","up-regulates-activity","CACNA1S","Gene","SIGNOR","Signalling-Networks","20937870"
"MSTN","Gene","up-regulates-activity","ACVR2B","Gene","SIGNOR","Signalling-Networks","11459935"
"GDF11","Gene","up-regulates","ACVR2B","Gene","SIGNOR","Signalling-Networks","12414726"
"GDF11","Gene","up-regulates","ACVR2B","Gene","SIGNOR","Signalling-Networks","16845371"
"INHBA","Gene","up-regulates-activity","ACVR2B","Gene","SIGNOR","Signalling-Networks","8622651"
"BMP7","Gene","up-regulates","ACVR2B","Gene","SIGNOR","Signalling-Networks","9748228"
"GDNF","Gene","up-regulates-quantity-by-expression","ALCAM","Gene","SIGNOR","Signalling-Networks","15212950"
"NUMA1","Gene","up-regulates","TUBA3C","Gene","SIGNOR","Signalling-Networks","11956313"
"TTL","Gene","down-regulates","TUBA3C","Gene","SIGNOR","Signalling-Networks","22020298"
"MMP2","Gene","up-regulates-activity","LAMC2","Gene","SIGNOR","Signalling-Networks","9211848"
"CDK4","Gene","down-regulates","RUNX3","Gene","SIGNOR","Signalling-Networks","19351720"
"ATM","Gene","unknown","RPA2","Gene","SIGNOR","Signalling-Networks","14872059"
"GPC6","Gene","up-regulates-activity","PTCH1","Gene","SIGNOR","Signalling-Networks","31756413"
"KLK2","Gene","up-regulates","NCOA4","Gene","SIGNOR","Signalling-Networks","24122203"
"TP73","Gene","up-regulates-quantity-by-expression","PMAIP1","Gene","SIGNOR","Signalling-Networks","17700533"
"TP53","Gene","up-regulates-quantity-by-expression","PMAIP1","Gene","SIGNOR","Signalling-Networks","10807576"
"TP53","Gene","up-regulates-quantity-by-expression","PMAIP1","Gene","SIGNOR","Signalling-Networks","14500851"
"CDK5","Gene","down-regulates","PMAIP1","Gene","SIGNOR","Signalling-Networks","21145489"
"FUBP1","Gene","down-regulates-quantity-by-repression","PMAIP1","Gene","SIGNOR","Signalling-Networks","19637194"
"FANCG","Gene","up-regulates-quantity-by-stabilization","SPTAN1","Gene","SIGNOR","Signalling-Networks","19102630"
"SRC","Gene","up-regulates","SPTAN1","Gene","SIGNOR","Signalling-Networks","11971983"
"CASP3","Gene","down-regulates","SPTAN1","Gene","SIGNOR","Signalling-Networks","9624143"
"CSNK2A1","Gene","up-regulates","TNFAIP1","Gene","SIGNOR","Signalling-Networks","19851886"
"CUL3","Gene","up-regulates-activity","TNFAIP1","Gene","SIGNOR","Signalling-Networks","19782033"
"CTDNEP1","Gene","down-regulates","BMPR2","Gene","SIGNOR","Signalling-Networks","17141153"
"BMP15","Gene","up-regulates","BMPR2","Gene","SIGNOR","Signalling-Networks","16446785"
"BMP2","Gene","up-regulates","BMPR2","Gene","SIGNOR","Signalling-Networks","7791754"
"BMP2","Gene","up-regulates-activity","BMPR2","Gene","SIGNOR","Signalling-Networks","7791754"
"BMP4","Gene","up-regulates","BMPR2","Gene","SIGNOR","Signalling-Networks","7673243"
"EEF1D","Gene","down-regulates-quantity-by-repression","ITGA7","Gene","SIGNOR","Signalling-Networks","16129691"
"BMP7","Gene","up-regulates","BMPR2","Gene","SIGNOR","Signalling-Networks","7644468"
"BMPR1A","Gene","up-regulates","BMPR2","Gene","SIGNOR","Signalling-Networks","10712517"
"NOG","Gene","down-regulates-activity","BMPR2","Gene","SIGNOR","Signalling-Networks","22298955"
"NOG","Gene","down-regulates-activity","BMPR2","Gene","SIGNOR","Signalling-Networks","12478285"
"GDF6","Gene","up-regulates","BMPR2","Gene","SIGNOR","Signalling-Networks","16049014"
"SMURF2","Gene","down-regulates","BMPR2","Gene","SIGNOR","Signalling-Networks","22298955"
"SMURF1","Gene","down-regulates","BMPR2","Gene","SIGNOR","Signalling-Networks","17317136"
"SMURF1","Gene","down-regulates","BMPR2","Gene","SIGNOR","Signalling-Networks","22298955"
"PTK6","Gene","up-regulates-activity","PTK6","Gene","SIGNOR","Signalling-Networks","12121988"
"PTK6","Gene","up-regulates","PTK6","Gene","SIGNOR","Signalling-Networks","12121988"
"NUMA1","Gene","up-regulates","TUBB2A","Gene","SIGNOR","Signalling-Networks","11956313"
"NR3C1","Gene","up-regulates-quantity-by-expression","KLF9","Gene","SIGNOR","Signalling-Networks","27777311"
"NR3C1","Gene","up-regulates-quantity-by-expression","KLF5","Gene","SIGNOR","Signalling-Networks","27777311"
"CEBPB","Gene","up-regulates-quantity-by-expression","KLF5","Gene","SIGNOR","Signalling-Networks","16054042"
"CEBPD","Gene","up-regulates-quantity-by-expression","KLF5","Gene","SIGNOR","Signalling-Networks","16054042"
"GSK3B","Gene","down-regulates","KLF5","Gene","SIGNOR","Signalling-Networks","24398687"
"PRKCD","Gene","up-regulates-activity","KLF5","Gene","SIGNOR","Signalling-Networks","12682370"
"ABL1","Gene","unknown","RAPGEF1","Gene","SIGNOR","Signalling-Networks","20581864"
"HCK","Gene","up-regulates","RAPGEF1","Gene","SIGNOR","Signalling-Networks","24396067"
"SRC","Gene","up-regulates","RAPGEF1","Gene","SIGNOR","Signalling-Networks","15320955"
"CRK","Gene","up-regulates","RAPGEF1","Gene","SIGNOR","Signalling-Networks","7806500"
"PRKACA","Gene","up-regulates-activity","CACNA1C","Gene","SIGNOR","Signalling-Networks","28119464"
"DCC","Gene","up-regulates-activity","CACNA1C","Gene","SIGNOR","Signalling-Networks","12827203"
"PRKD1","Gene","up-regulates","CACNA1C","Gene","SIGNOR","Signalling-Networks","22100296"
"DLX3","Gene","up-regulates-quantity-by-expression","RUNX2","Gene","SIGNOR","Signalling-Networks","17060321"
"GAS7","Gene","up-regulates-quantity-by-expression","RUNX2","Gene","SIGNOR","Signalling-Networks","23840221"
"CDK1","Gene","up-regulates","RUNX2","Gene","SIGNOR","Signalling-Networks","16407259"
"FGF2","Gene","up-regulates","RUNX2","Gene","SIGNOR","Signalling-Networks","15765505"
